comment,emotion
mam nadzieje ze nie skonczycie nagrywac😫 mega was lubie💗,SADNESS
Edzio ma cudownych i silnych rodziców on dobrze wiedział na co może sobie pozwolić ! Mały rozbojnik,LOVE
"Żal mi się zrobiło majkela, przyłożył się do prezentów, a został opluty. Tymczasem na odcinku Pauliny on cieszył się z żeli pod kąpiel, kuli do kąpieli, pijamy i słodyczy",SADNESS
Chciałbym wspólną płytę GUGU X 2115 🤩🤩🔥🔥🔥🔝,JOY
"Uwielbiam odcinki z Nelą, moim zdaniem bardzo się zmieniła❤️❤️❤️",JOY
Amsstazija - mega I jeszcze ten akcent Rosyjski. Mega - bardzo fajnie wam to wyszło. Podoba mi się jak te TiK Toki robicie. Super 🥰🥰🥰🥰😘😘😘😘👌👌👌👌👌👌👍👍👍,LOVE
Ta chwila refleksji na twarzy jest bezcenna ❤️,JOY
"Takie imiona zdarzały się również w PRL. Słyszałem o przypadku, gdzie urzędnik państwowy nadał imię swojej córce Ela - Elektryfikacja xDD",JOY
Bardzo pięknie Alicja❤ cały natsu world przepięknie razem z Alicją❤❤😊,LOVE
"ja do niego mam coraz mniej szacunku, on naprawdę oczekuje od każdego ze bedą bo traktować jak Messiego czy Ronaldo w 2010-2015. i uważa się od nich lepszy, i chcę mieć pełną władzę nad psg będąc piłkarzem tego klubu. oczywiście, osiągnął dużo, jest mega dobry ale bez przesady, to ego top typek",ANGER
zima normalnego człowieka: ło boże ile śniegu janusz idziemy po sanki i mnie ciągniesz! zima jawora: ej ile jest śniegu ola wynajmujemy ogromne sanki i szymon nas ciągnie autem XDD,JOY
"Dużo osób pisze pod każdą nutą ""NAJLEPSZY KAWAŁEK NA PŁYCIE"" Wszystke są najlepsze, ale każdy jedyny w swoim rodzaju!",LOVE
Dzięki za - jak zwykle - ciekawy odcinek. A może zrobicie materiał o Goralenvolk i Wacławie Krzeptowskim?,LOVE
Nawet w domu w Polsce siedząc na kanapie popijając grzane wino mozna się przenieść na piaszczyste plaże. I zawsze w Pana towarzystwie.,JOY
No to kwadraty czy kółko ?,SURPRISE
Czemu ludzie są zdziwieni ze ładnie mówi po angielsku XDDDDDDDDDDDDD,JOY
"Patrząc na to co nam próbuje zafundować Netflix, ten utwór to swego rodzaju ukojenie",JOY
Kizo Król disco wjechał... na pełnej ❤️❤️❤️,LOVE
No i odcinek do obiadu po pracy. Można żyć! 😊😃,JOY
Mortal lecymy po 2 miliony 🔥🔥🔥💥,SURPRISE
Nigdy nic nie wygrałem ale mam nadzieje ze teraz się uda 💪💪 pozdrawiam !! SZCZAWIK 👊🖐,JOY
zasmialam się i tak uśmiechnęłam ale dało radę nie powiedzieć xD,JOY
patrz mi na oczy a nie dzivko na zęby,ANGER
Reakcja świeżego jest najlepszą z tego odcinka<3,LOVE
"Każdy filmik który oglądam ma sens. To nie jest puste gadanie, to jest niestety prawda. Ludzie już się nie obudzą, za późno.",SADNESS
"nagraj 535 odcinek szkoły JESZCZE GORSZY NIZ TEN XD opis tego odcinka: Diana Fabicka z licealnej 3c jest przekonana, że będzie miała dziecko. Chłopak dziewczyny oraz inni uczniowie opiekują się nią i martwią jej stanem. 19-latce coraz bardziej się to podoba.",JOY
"Tyle emocji aż się popłakałam, gratuluję skoczkom!",JOY
"Skromnie powiem, że przytuliłbym taką Beemkę :D Pozdrawiam serdecznie i dużo zdrowia Panie i Panowie :D",LOVE
"Ale mi zniszczyła tą piosenkę tym smętnym skrzekiem x x najlepsza wersja studia accantus, trzeba odsłuchać by to odusłyszeć",ANGER
Przegrałam 3 razy 🥺 Na początku na końcu i piesek w śniegu,SADNESS
PAWEEEŁ! Piękna piosenka jak i Teledysk💚Wszystkiego Najlepszego,JOY
✨co ona nagle taka samodzielna? TO BRZMI SAS✨,SURPRISE
"Mogę się założyć, że Gibbs po tym kawałku kupi sobie Multiplę, a Piotrka nowy odcinek zacznie się tak... `Siemanko, witam w mojej kuchni. Dzisiaj będziemy testować kościelne opłatki` :D",JOY
ten odc. to cudo czekam na więcej 3:25 tym czasem 50% widowni kacpra ma mniej niz 18lat XDD,LOVE
"Bartek idol. Rozsypał sól bierze ją z blatu, przypalił kanapkę i chciał rywalizacji xD",LOVE
Seba powinien nagrac film ze swoja reakcja podczas pierwszego ogladania tego filmu xD,JOY
Boże Dominik kocham cię hahahah jadę ci posprzątać haha,LOVE
"To że gen sobie pyknął z granatnika, nie zaskoczyło mnie. To jest patologia wszelkich resortów siłowych. Zgodzę się, że ludzie uciekają ze służb bo dziś być w mundurze to jazda bo bandzie. Dlatego trzeba wypisywać się zanim zaczną cię z tym bagnem identyfikować. Tak apropos proszę obejrzeć sobie ścieżki kariery pewnych gen ale np w SW.",ANGER
Budda jesteś koksem że rozdajesz BMke widzom kocham twoją twórczość i twój kanał.,LOVE
Wesolych Swiat Bozego Narodzenia oraz Szczesliwego Nowego 😋😋😋🌲🌲🌲👍👍👍🎁🎁🎁☃️☃️☃️,JOY
Jezu piękne jak mbappé strzelił 4 gole a jego drużyna ma takie: a na cholerę to,JOY
Szacun za dystans do siebie :D,LOVE
Szok całej publiki i całej Polski przed ekranami mówi chyba sam za siebie,SADNESS
Ah ! Właśnie zajadam sobie pierniczki i oglądam Ciumkaj Loczki. Pięknie! 😅,JOY
"Szkoda, że nie mam pieniędzy, a sprawował bym se taki jeden los, życzę każdemu, aby wygrał coś z tej listy fajnego, pozdrowionka",SADNESS
Czyli jednak da się sporo ugrać jednym zawodnikiem.,SURPRISE
Ale super! Co za emocje towarzyszą przyjęciu gości 😃 coś pięknego 🎄✨👨‍👩‍👧‍👦👨‍👩‍👧🐶,LOVE
"Ale wyjebany klipon, tak mi się micha cieszy ze szok. Normalność to największy ekluziw w tych czasach. Dzięki chłopy ❤😂",LOVE
"""Na to trzeba mieć jakiś patent, czy coś? Bo to się podnosi, nie? Siedzę i się bawię jakimś urządzeniem, ale fajne chciałbym mieć takie w domu"" skąd Ty sie chłopie urwałeś, że dopiero wczoraj odkryłeś co to jest paleciak ?",ANGER
Trzeba na święta dorobić i walaszek dał z siebie 3%,SADNESS
200tys wyświetleń w 12h. Panowie mamy to 😎 Gratuluje wyniku oraz dziękuję za robotę którą świetnie wykonujecie . Coś czuję że ten film szybko zrobi milion 😁,JOY
"Nigdy się tak nie śmiałem przy żadnym filmie, poproszę więcej Bartka i takich (nie) rywalizacji 🤣",LOVE
A wczoraj mi się śnił Stanisław i TADEUSZ robiliśmy interesy a dziś odcinek 😁 uwielbiam ZMDK ✌️,JOY
"Wspaniała piosenka. Uzdrowiła mojego dobrego przyjaciela, który niestety urodził się głuchy. Gdy włączyłem mu zielone 2, to zdziwiłem się, ponieważ nagle zaczął płakać. Okazało się, że były to pomieszane łzy radości z łzami rozpaczy, ponieważ była to pierwsza rzecz, którą w życiu usłyszał, lecz niestety zaczął uderzać głową w ścianę chwilę po tym i trafił do szpitala. Chyba jest w szoku, bo za każdym razem, gdy pokazuję mu tą piosenkę, zaczyna krzyczeć i błagać, abym przestał. Wie ktoś może, co jest tego przyczyną?",LOVE
Zamykam oczy i przy refrenie odpływam 💜✨,LOVE
"Brawa dla Adama, wysoki poziom sportowy nie wyklucza lekkich dymów i zdecydowanie powinno być coś takiego wprowadzane, wystarczy spojrzeć na konferencję UFC gdzie jest to norma i chce się to oglądać",LOVE
"Michu, szanuj Łukasz i trzymaj aby nie odszedł. Miło się chłopa słucha jak wie co i jak. Widać ma wiedzę. Takiego fachowca to u nas ze świeczką szukać.",JOY
Liczymy na świąteczny odcinek na VR :),JOY
"Za prawdę powiadam Wam, że ten numer przejdzie do historii. Pozdrawiam",JOY
Łał ale ona sie zmieniła! Ale i tak i tak jest bardzo piękna💚❤,SURPRISE
"A ja pamiętam, jak Pan Bartosiak mówił, że Amerykanie nie widzą czy Rosja rozpocznie wojnę. Z pewnością jest to do odszukania.",SURPRISE
Nam pan takie zadanie zadał i teraz rozumiem logiczne zagadki 😅,JOY
Więcej takich odcinków z czyimiś projektami naprawdę super odcinek!😄,JOY
"Jako córka wychowująca się bez ojca, rozwaliło mnie to na milion kawałków ❤️‍🩹",SADNESS
"Robur prawdziwy patriota, polskie pierogi może są chujowe ale muszą wygrać XD",JOY
Mój ulubiony moment ✨TYN TYRYRYN TYN TYRYRYN TYN ✨,JOY
Jarek Dawaj jakiś taki full odcinek bo już mi brakuje twoich sama jak jakoś może piosenkę na święta,SADNESS
"cudo! chociażby sam teledysk! genialnie wszystko dopracowane! widać, że dziewczyna dała 200% z siebie💗",LOVE
"""To niepoprawna odpowiedź.."" - Naprawde? A Pani poda poprawna odpowiedź? ""Uhh""",ANGER
Nfz stworzył dobry fundament dla kabaretu :) fajne,SURPRISE
"powodzenia adaś! pamiętaj, że jesteśmy z ciebie dumni, że sobie z tym radzisz i oby tak dalej<33",JOY
Można tą świnkę zabawkową nazwać świnkę Halinka ❤️,JOY
Zofia- po grecku mądrość . Chyba już każdy wie czemu tyle tych imion.,LOVE
Puściły mu emocje bo nikt nie potrafi tak zapowiedzieć zawodnika jak Kasta. Różal jak wychodził do walki o las i Kasta go zapowiedział to też uronil łzę,SADNESS
Witam Panie Krzysztofie pozdrawiam serdecznie i dziękuję za audycje ❤️😘,JOY
Kochani dużo zdrówka i siły dla Maleństwa i dla Was...Edzio nie długo wróci. Trzymajcie się ciepło ❤️,LOVE
"Super ten kawałek, brawo, oglądam Twoje kanały podobają mi się . pozdro 😏🥰",JOY
Kiedy udajesz jednocześnie mamę I widać ci klatę i bokserki xd,JOY
"No z czegoś żyć trzeba, ale mam nadzieję, że na święta coś będzie",SADNESS
Ten lis jest piękny 😍 a ta papuga była śmieszna👍,JOY
To już wiemy skąd ten charakterystyczny ryk lambo...wszystko się rozpada 😂😂,JOY
dawid najlepszy w prowadzaniu dawki humorku,JOY
Co za gość.. Nasze dobro narodowe 🙂,SURPRISE
"wow rzadko cię cie słucham ale to jest naprawdę fajny numer, super przekaz",LOVE
Nie poznaje cię i dobrze bo wreszcie da się to słuchać niezły progres,JOY
Ale lektor w Polskiej wersji Legenda Stefan Knothe naprawdę brzmi dobrze nawet dziś,JOY
Ten filmik to jedyne na co czekałam i każdy czekał od publikacji tej nuty :D,JOY
"Pokoik prześliczny, piękne kolory, piękna ta Wasza miłość...❤Czekam z niecierpliwością na Edzia, to będzie szczęśliwe dziecko przy takich Rodzicach❤❤❤",LOVE
Czemu on jeszcze nie siedzi za nielegalne posiadanie broni przemyt i akt terroryzmu,ANGER
"Szkoda, że nie ma pierwszej ekipy już. Ta jest jakoś naciągana.",SADNESS
"Jarunia jak zwykle lubi ekstremalne wyczyny z ryzykiem stu procent ! Tylko pamiętaj Jarunio jedna , że zdrowie masz tylko jedno ! Jak nie daj Boże zginiesz kiedy ,to twoje dzieci nie będą po tobie płakały . Chyba że się mylę i masz jakie w terenie ! Pozdrawiam!",JOY
"super zrealizowane montażysci powinni dostac podwyzke o ile juz nie zarabiaja fortuny:"")",LOVE
To było już 3 pytanie XD Pierwsze to było czy widzisz drzewo za oknem xD,JOY
KIVI to jest zajefajny gosciu z mega fajnym poczuciem humoru.Pozdrawiam.,JOY
mam nową ulubioną piosenkę czyli palion zielone 2 :D,LOVE
Ta seria wchodzi na wyższy level ciekawe jakimi gośćmi Werka zaskoczy nas w przyszłości 🙉,SURPRISE
Szok ludzi na widowni po ogłoszeniu werdyktu mowi sam za siebie imo XD wszystkiego najlepszego dla Natalki 💜,JOY
"Chciałabym pozdrowić mojego męża Jasia z nowej wsi , śledzi każdy wasz odcinek 😍🥰🤩",LOVE
Jak ktoś ma zamiar kupować 2 gadżet (deska na śnieg) to polecam ją nawoskować porządnie przed jazdą i zawsze mieć wosk przy sobie,JOY
"Świeży się zawsze tak uroczo cieszy, widać, że to szczere 🥹",JOY
"Ale klasa nawet nie wiecie jak długo czekałem na przeróbkę tej piosenki, wypolerowaliście to na błysk 😁😍",LOVE
"Strasznie dziwny werdykt. Jeszcze ta jednogłośna decyzja. Widać i słychać było że większość hali była mocno zaskoczona, komentatorzy, trenerzy też",SURPRISE
"Idę do pracy, jest zimno i źle, ale Naruciak wrzucił film. O idealnej porze, idealnej godzinie – cudo!",LOVE
Haha teraz czekamy na nowe loczki 😆 miłego oglądania 👯💗,JOY
"palion jak mnie słuchasz musisz zrozumieć fakt,że przez tą piosenkę te dzieciaki dręczą ludzi powinieneś być odpowiedzialny za swoją widownię bo co youtuber musi być odpowiedzialny za widownię i ich zachowanie proszę zrozum to .",JOY
"Boskie kieliszki, rodem z mojego ukochanego filmu! 🤩 Obok Kevina, to moj hit 😁 wczoraj robilismy zakupy Wallmarcie i tam sa również te kieliszki!😂 Pozdrowienia kochani! Tak bardzo wydajecie się sympatyczni, ze aż mam ochotę zadzwonić w przyszłym roku i powiedzieć, ze jestem w pobliżu i umówić się na kawę 😂❤",LOVE
To już wiemy co Piotrek będzie robił. Pewnie się nie może doczekać 😂,JOY
poszukajciesb fejmowo .. podobno wlasnie tam sie gwiazdy wybijaja,ANGER
“Jednak jesz” ✨NIE MOŻE SIĘ ZMARNOWAĆ✨ jakbym siebie słyszała XDDD,JOY
Tak trzeba żyć! - Uniwersalny komentarz do każdego filmu na tym kanale. :),JOY
Ja to bez przerwy słucham postarane 🔥🔥🔥🔥❤i mam nadzieje że filmiki z twarzą będą już niedługo 👌🖤i ładnie wyglądasz 😄,LOVE
"no chłopaki hajs się zgadza widzę XD progres z czinkłeczento na multiple, tak trzymajcie! 😆",JOY
no wow słyszę to po raz setny,ANGER
"Wąsek odpalił, wrócę tu jak pobije rekord jednej ze skoczni.",JOY
"Ten kto odpowiadał za oprawę stylistyczną wideo, montaż, przejścia, efekty... Wielki ukłon w tę stronę. Niesamowita robota, gromkie brawa się należą, naprawdę",SURPRISE
"Dawno nie czułem, aż tyle słuchając muzyki... Arcydzieło, które musi wybić się ponad mainstream!",LOVE
"Zaskoczenie u trenerów i komentatorów mówi samo za siebie :) Fagata trafiała w zamknieta garde tj. w rękawice. Nie wiem jakim cudem ktoś to zaliczał jako celne ciosy. 1 i 3 runda zdecydowanie dla Natsu. Oburzenie jakie jest od wczoraj w internecie też mówi samo za siebie. Nagle każdy jest fanem Natalii i widzi jej wygrana? No nie... po prostu ludzie nie lubią wałków. W HL bardzo często wychodzą takie kwiatki :) Ktoś zna skład sędziowski jaki jest zatrudniany do HL? Przypomne tylko jak kiedys Polak ""wygrał"" z Kasjuszem, a sędziowali ludzie z ksw/ufc 😆 Każdy może się pomylic i tak też bylo wczoraj. Nie jestem żadna zagorzała fanka jednej czy drugiej, jednak przykro się patrzy na taki ""jednogłośny"" werdykt z d... 😀",SADNESS
Może nie jest to jakiś hit który się będzie sluchac non stop ale przekaz i emocje ktore wywoluje ta piosenka będzie tym co będzie ciągło do przesłuchiwania utworu. Brawo Ala za odwagę ❤️,JOY
"Chłop w sumie oprócz obrony karnych i przypadkowej obrony w ostatniej minucie (nie oszukujmy się, on nie miał czasu na reakcji, po prostu piłka leciała prosto w niego) niczym się nie wyróżnił, Livakovic i Bono zdecydowanie bardziej zasłużyli, od tego pajaca",ANGER
"Siadło Ale... Taco, czekam na solowy album 🔥 ""..jebać lipiec, puszczę płytę w grudniu "" ❤️",FEAR
Tacy ludzie decydują czy obywatel Polski może posiadać broń do ochrony ? Miej nas Panie w swej opiece...,FEAR
Ten team x 3 to tragedia nie idzie im to na shorts próbują wybić,ANGER
Najbardziej lubię jak sędzia okazuje kartkę z takim. Wymachem do wyprostu ręk. No po prostu coś świetnego.,LOVE
"Twój angielski jest świetny,a to jak w nim mówisz jest cudowne😊😊",JOY
"""-A wyłączyliście te kamerki? -Które?"" Genialne. Jak to mówią, najprostsze rozwiązanie najlepsze. A ludzie zbytnio sobie wszystko komplikują. Naprawdę jeden z lepszych odcinków, może dlatego że całkowicie na żywo z masą dygresji. Gratuluję odcinka.",LOVE
"Cały występ klasa, dawno się tak nie uśmiałem, ale może dlatego że zjadłem trochę grzybków. Jutro jeszcze raz obejrzę 😁",JOY
"Dla mnie ""Film o pszczołach"" był genialny. Zarówno jako całokształt jak i w swoim całym absurdzie.",SADNESS
"Bardzo podoba mi się moment w którym Trener próbuję cię uświadomić, że to ty powinnaś być wygraną.",LOVE
Zawsze oglądane do końca! La Budda <3,LOVE
"Wiem, że palion może tego nigdy nie zobaczyć, ale jeśli to zrobi, chcę tylko podziękować. Jestem farmaceutą i moja praca była nudna, ale po słuchaniu Twojej muzyki uzależniłem się od syropów z kodeiną i oxów. Od prawie roku robię backdoory opioidow i moje życie jest teraz na własciwych torach. Teraz jeżdżę coupem i codziennie wlewam do kubka uncje lub dwie, twoja muzyka zmieniła mnie na lepsze. Dziękuję bardzo palion",JOY
"Mamy właśnie przykład jak powinna wyglądać prawdziwa konferencja, a w weekend zobaczymy jak powinna wyglądać prawdziwa sportowa gala.",JOY
Ewcia wyglądasz pięknie 😍 przytulam Cię wirtualnie i życzę wszystkiego dobrego ❤️,JOY
Friz na łyso Świerzy na łyso i Jawor teraz do nich dołączył 😅,JOY
Najlepsza nutka braci jak do tej pory na scenie props. Bracia zrobili z dowcipu kase i to się ceni,LOVE
"Lubię bardzo Korwina,ale uważam że parodia bardzo udana 😎👍",JOY
Zajebiscie tego się słucha🎉🎉🎉 nie mam słuchu,LOVE
Boże tego kanału tak dawno nie było!,SURPRISE
"Tomek to część mojego dzieciństwa, czekałem tylko aż nagrasz o nim, szczególnie o magic railway",JOY
"Komu zawineliście Fiata na SO'snowieckich blachach? 😁 A utwór, chyba każdy się zgodzi, że jest moc jak z każdą waszą odsłoną i parodiami utworów 💪🏻🔥 Pozdrawiam!",LOVE
Sztos oby palion z robił takie piosenki ❤️🖤polecam,JOY
Dobry komik potrafi rozśmieszyć nie robiąc z siebie pajaca...,LOVE
"Basen z barem skradł moje serce, widzę się tam 😄",SURPRISE
"Ewcia jak miło znów Cię zobaczyć, bardzo dobrze, że chłoniecie wiedzę na różne tematy dotyczące dzidzulka, widać jak promieniejesz pokazując nam co zamówiłaś dla Edzia, każda z nas oglądając to zapewne ma uśmiech na twarzy i się rozczula ❤️ także jeżeli będziesz miała ochotę pokazać nam co masz dla swojego synusia, my z pewnością obejrzymy 🤗 trzymam kciuki za organizacje zbiórek, uda się Wam i nam- waszym widzom 🤗❤️ pozdrawiam i ściskam Was mocno😊",LOVE
"#Konfederacja 💪💪 #Mentzen✌✌ NOWA NADZIEJA 👍✌💪",JOY
"Zwróćcie uwagę na treść i końcówkę teledysku, gdy Kubano wychodzi z tego swojego ""więzienia"", smutku... Pali to, a potem z uśmiechem popina na motórze! Czyli że co? Czyli że poradził sobie ze swoimi demonami i wrócił na serio! Propsy Kuban, propsy <3 PS jebać depresję!",LOVE
